0,1
4abf8c03f964a520079120e3,32543554
4abf8c03f964a520079120e3,37629194
4abf8c03f964a520079120e3,36394392
4abf8c03f964a520079120e3,34133159
4abf8c03f964a520079120e3,42535257
4abf8c03f964a520079120e3,17121028
4abf8c03f964a520079120e3,471846
4abf8c03f964a520079120e3,15422636
4abf8c03f964a520079120e3,13792609
4abf8c03f964a520079120e3,20558110
4abf8c03f964a520079120e3,27476101
4abf8c03f964a520079120e3,28389080
4abf8c03f964a520079120e3,32099
4abf8c03f964a520079120e3,15067224
4abf8c03f964a520079120e3,5599447
4abf8c03f964a520079120e3,3934850
4abf8c03f964a520079120e3,33279608
4abf8c03f964a520079120e3,273809
4abf8c03f964a520079120e3,59390976
4abf8c03f964a520079120e3,40142768
4abf8c03f964a520079120e3,35519185
4abf8c03f964a520079120e3,11636241
4abf8c03f964a520079120e3,26969873
4abf8c03f964a520079120e3,27015485
4abf8c03f964a520079120e3,66483210
4abf8c03f964a520079120e3,30284921
4abf8c03f964a520079120e3,3416434
4abf8c03f964a520079120e3,2793655
4abf8c03f964a520079120e3,17918112
4abf8c03f964a520079120e3,55360721
4ac51183f964a52048a020e3,33191239
4ac51183f964a52048a020e3,28820467
4ac51183f964a52048a020e3,2513690
4ac51183f964a52048a020e3,245457
4ac51183f964a52048a020e3,7912795
4ac51183f964a52048a020e3,38389398
4ac51183f964a52048a020e3,44861512
4ac51183f964a52048a020e3,27560841
4ac51183f964a52048a020e3,7146
4ac51183f964a52048a020e3,2146682
4ac51183f964a52048a020e3,58739633
4ac51183f964a52048a020e3,15692361
4ac51183f964a52048a020e3,45008041
4ac51183f964a52048a020e3,4735660
4ac51183f964a52048a020e3,4589736
4ac51183f964a52048a020e3,56848
4ac51183f964a52048a020e3,53860472
4ac51183f964a52048a020e3,6309542
4ac51183f964a52048a020e3,7912795
4ac51183f964a52048a020e3,15581149
4ac51183f964a52048a020e3,1726257
4ac51183f964a52048a020e3,63438
4ac51183f964a52048a020e3,24862871
4ac51183f964a52048a020e3,56500
4ac51183f964a52048a020e3,245457
4ac51183f964a52048a020e3,1877615
4ac51183f964a52048a020e3,28673143
4ac51183f964a52048a020e3,43737296
4ac51183f964a52048a020e3,4585081
4ac51183f964a52048a020e3,30127337
4ac518b4f964a5207ba020e3,682196
4ac518b4f964a5207ba020e3,17917010
4ac518b4f964a5207ba020e3,583246
4ac518b4f964a5207ba020e3,17917010
4ac518b4f964a5207ba020e3,17917010
4ac518b4f964a5207ba020e3,17917010
4ac518b4f964a5207ba020e3,4034690
4ac518b4f964a5207ba020e3,22837973
4ac518b4f964a5207ba020e3,45953280
4ac518b4f964a5207ba020e3,13701551
4ac518b4f964a5207ba020e3,10733167
4ac518b4f964a5207ba020e3,10210055
4ac518b4f964a5207ba020e3,8656572
4ac518b4f964a5207ba020e3,5117151
4ac518b4f964a5207ba020e3,26851855
4ac518b4f964a5207ba020e3,13057271
4ac518b4f964a5207ba020e3,39502585
4ac518b4f964a5207ba020e3,48633930
4ac518b4f964a5207ba020e3,71487182
4ac518b4f964a5207ba020e3,57957098
4ac518b4f964a5207ba020e3,19585085
4ac518b4f964a5207ba020e3,110408882
4ac518b4f964a5207ba020e3,24009679
4ac518b4f964a5207ba020e3,9413821
4ac518b4f964a5207ba020e3,388926060
4ac518b4f964a5207ba020e3,29049355
4ac518b4f964a5207ba020e3,1152287
4ac518b4f964a5207ba020e3,20439455
4ac518b4f964a5207ba020e3,20681163
4ac518b4f964a5207ba020e3,57957098
4ac518b6f964a520e5a020e3,16658121
4ac518b6f964a520e5a020e3,15068393
4ac518b6f964a520e5a020e3,3062504
4ac518b6f964a520e5a020e3,44215252
4ac518b6f964a520e5a020e3,17453661
4ac518b6f964a520e5a020e3,1797230
4ac518b6f964a520e5a020e3,29315303
4ac518b6f964a520e5a020e3,1106686
4ac518b6f964a520e5a020e3,1247827
4ac518b6f964a520e5a020e3,41023934
4ac518b6f964a520e5a020e3,27797170
4ac518b6f964a520e5a020e3,12891556
